WikipediaID,WikidataID,PrequelID,SequelID,FreebaseID,MovieName,ReleaseDate,BoxOffice,Runtime,Languages,Countries,Genres
,Q65043109,Q3231517,Q65042765,,More Tales of the City,NaN,NaN,330,NaN,,drama television series
,Q7503314,Q3497233,Q3342394,,Showtime,NaN,NaN,NaN,NaN,,Britpop
,Q7992689,Q16163627,Q7491920,,When My Heart Finds Christmas,NaN,NaN,NaN,NaN,,Christmas music
,Q66817371,Q2444913,NaN,,Podium 2,NaN,NaN,NaN,French,,comedy film
,Q3728334,Q925610,Q3728329,,season of television series,NaN,NaN,NaN,English,,comedy television program
,Q16066330,Q2077391,Q105963040,,The Tom and Jerry Show,NaN,NaN,NaN,English,,comedy television program
,Q16066330,Q2077391,Q105963040,,The Tom and Jerry Show,NaN,NaN,NaN,English,,comedy television program
,Q16066330,Q2077391,Q105963040,,The Tom and Jerry Show,NaN,NaN,NaN,English,,comedy television program
,Q16066330,Q2077391,Q105963040,,The Tom and Jerry Show,NaN,NaN,NaN,English,,comedy television program
,Q4753295,Q602236,Q2680386,,And Do They Do/Zoo Caprices,NaN,NaN,NaN,NaN,,contemporary classical music
,Q6465498,Q2297293,Q7727538,,La Traversée de Paris,NaN,NaN,NaN,NaN,,contemporary classical music
,Q67151840,Q51668,NaN,,The Passion of the Christ: Resurrection,NaN,NaN,NaN,Aramaic languages,,epic film
,Q3234092,Q1218397,NaN,,The Mysterious Cities of Gold,NaN,NaN,NaN,French,,fantasy anime and manga
,Q18279680,Q474082,NaN,,The Chronicles of Narnia: The Silver Chair,NaN,NaN,NaN,English,,film adaptation
,Q7068363,Q5611607,Q7516301,,Nudes,NaN,NaN,NaN,NaN,,folk rock
,Q116878293,Q3616717,NaN,,Angel Blade Punish!,NaN,NaN,NaN,Japanese,,hentai
,Q111970110,Q1471230,NaN,,"History of the World, Part II",NaN,NaN,NaN,English,,historical fiction
,Q11273601,Q7563606,Q11262410,,Q11273601,NaN,NaN,NaN,NaN,,J-pop
,Q3727070,Q6599918,,,season of television series,NaN,NaN,NaN,American English,,NaN
,Q6544896,Q5043080,Q7738302,,1980 television special,NaN,NaN,NaN,English,,NaN
,Q3727580,Q2404802,Q1749644,,"American Dad!, season 2",NaN,NaN,NaN,English,,NaN
,Q107272501,Q739502,NaN,,And Just Like That...,NaN,NaN,NaN,English,,NaN
,Q118455791,Q824389,NaN,,Cliffhanger,NaN,NaN,NaN,English,,NaN
,Q116757030,Q1960913,NaN,,Riddick: Furya,NaN,NaN,NaN,English,,NaN
,Q16647836,Q1217687,Q5765060,,Weasels on Deck,NaN,NaN,NaN,English,,NaN
,Q20820319,Q32354,NaN,,1996 3-episodes original video animation,NaN,NaN,NaN,Japanese,,NaN
,Q5390008,Q1158788,Q3820520,,Lupin III Part III,NaN,NaN,NaN,Japanese,,NaN
,Q4796584,Q738678,NaN,,Rupan Shanshei,NaN,NaN,NaN,Japanese,,NaN
,Q1166587,Q398302,Q673155,,25,NaN,NaN,NaN,NaN,,NaN
,Q18345514,Q18345432,Q20805954,,2005 in Pride FC,NaN,NaN,NaN,NaN,,NaN
,Q59414,Q59413,Q59372,,2011 WWE pay-per-view event,NaN,NaN,NaN,NaN,,NaN
,Q12050506,Q660092,NaN,,A Knight in Shining Armor,NaN,NaN,NaN,NaN,,NaN
,Q746664,Q2817711,Q2817744,,award,NaN,NaN,NaN,NaN,,NaN
,Q4951691,Q7991139,NaN,,Boxette,NaN,NaN,NaN,NaN,,NaN
,Q5084596,Q1393337,Q596994,,Charlie Brown's All-Stars,NaN,NaN,NaN,NaN,,NaN
,Q115450350,Q3012553,NaN,,film,NaN,NaN,NaN,NaN,,NaN
,Q5578516,Q5135276,Q16157884,,Gold: Greatest Hits (video),NaN,NaN,NaN,NaN,,NaN
,Q24906438,Q4940456,NaN,,Gosainpur Sargaram,NaN,NaN,NaN,NaN,,NaN
,Q114726720,Q128187,NaN,,Machete Kills in Space,NaN,NaN,NaN,NaN,,NaN
,Q20614484,Q483852,NaN,,Mrs. Doubtfire 2,NaN,NaN,NaN,NaN,,NaN
,Q20614484,Q483852,NaN,,Mrs. Doubtfire 2,NaN,NaN,NaN,NaN,,NaN
,Q106869813,Q1331994,NaN,,Q106869813,NaN,NaN,NaN,NaN,,NaN
,Q120335099,Q7740212,Q120335072,,Q120335099,NaN,NaN,NaN,NaN,,NaN
,Q12617824,Q493307,Q493307,,Q12617824,NaN,NaN,NaN,NaN,,NaN
,Q384454,Q3284198,NaN,,television special,NaN,NaN,NaN,NaN,,NaN
,Q115484849,Q2083023,NaN,,The Green Elephant 2,NaN,NaN,NaN,NaN,,NaN
,Q3482152,Q706167,NaN,,The Prince of Tennis II,NaN,NaN,NaN,NaN,,NaN
,Q5572700,Q1643129,Q9094762,,Volumen Plus,NaN,NaN,NaN,NaN,,NaN
,Q370615,Q14191486,Q2120983,,Wikimedia list article,NaN,NaN,NaN,NaN,,NaN
,Q111397127,Q570271,NaN,,Yogi Bear 2,NaN,NaN,NaN,NaN,,NaN
,Q7137305,Q7137298,,,season of television series,NaN,NaN,NaN,English,,reality television
,Q97579311,Q781980,NaN,,It Came from Outer Space II,NaN,NaN,NaN,NaN,,science fiction film
,Q14924035,Q11787820,NaN,,British comedy programme,NaN,NaN,NaN,NaN,,sitcom
,Q112663932,Q1073660,Q112663958,,Tamayura: Hitotose,NaN,NaN,NaN,Japanese,,slice of life
,Q23971551,Q1140578,NaN,,Twin Peaks (season 3),NaN,NaN,NaN,English,,speculative/fantastic fiction
,Q7203379,Q5041306,Q7990961,,Playin' with Your Head,NaN,NaN,NaN,NaN,,stand-up comedy
,Q3772186,Q4786598,Q11721314,,Archie's Weird Mysteries,NaN,NaN,NaN,English,,teen sitcom
,Q27052277,Q2616902,NaN,,Hey Arnold!: The Jungle Movie,November 2017,NaN,81,English,,comedy television program
,Q2338979,Q3286266,Q223932,,Eponymous,October 1988,NaN,"2,586",NaN,,alternative rock
,Q3278339,Q3278350,Q3278344,,Look Sharp Live,October 1989,NaN,NaN,English,,rock music
,Q7774812,Q7999620,Q7824229,,The Wiggles Movie Soundtrack,October 1997,NaN,NaN,NaN,,stage and screen
,Q8060901,Q7999610,Q5898277,,Yule Be Wiggling,October 2001,NaN,NaN,NaN,,children's music
,Q8060901,Q7999610,Q5898277,,Yule Be Wiggling,October 2001,NaN,NaN,NaN,,children's music
,Q10906530,Q1134851,Q862235,,Nightingale's Silence,October 2006,NaN,NaN,NaN,,mystery fiction
